normalized_player,normalized_full_name,full_name,height_cm,weight_kg,preferred_foot,weak_foot,dob,club_contract_valid_until,birth_year_x,#OPA,#OPA/90,+/-,+/-90,/90,1/3,1/3_stats_possession,2CrdY,90s,90s_stats_defense,90s_stats_gca,90s_stats_keeper,90s_stats_keeper_adv,90s_stats_misc,90s_stats_passing,90s_stats_passing_types,90s_stats_playing_time,90s_stats_possession,90s_stats_shooting,A-xAG,Age,Age_stats_defense,Age_stats_gca,Age_stats_keeper,Age_stats_keeper_adv,Age_stats_misc,Age_stats_passing,Age_stats_passing_types,Age_stats_playing_time,Age_stats_possession,Age_stats_shooting,Ast,Ast_stats_passing,Att,Att (GK),Att 3rd,Att 3rd_stats_possession,Att Pen,Att_stats_defense,Att_stats_keeper_adv,Att_stats_passing_types,Att_stats_possession,AvgDist,AvgLen,Blocks,Blocks_stats_defense,Born,Born_stats_defense,Born_stats_gca,Born_stats_keeper,Born_stats_keeper_adv,Born_stats_misc,Born_stats_passing,Born_stats_passing_types,Born_stats_playing_time,Born_stats_possession,Born_stats_shooting,CK,CK_stats_keeper_adv,CPA,CS,CS%,Carries,Clr,Cmp,Cmp%,Cmp%_stats_keeper_adv,Cmp_stats_keeper_adv,Cmp_stats_passing_types,Comp,Comp_stats_defense,Comp_stats_gca,Comp_stats_keeper,Comp_stats_keeper_adv,Comp_stats_misc,Comp_stats_passing,Comp_stats_passing_types,Comp_stats_playing_time,Comp_stats_possession,Comp_stats_shooting,Compl,CrdR,CrdR_stats_misc,CrdY,CrdY_stats_misc,Crs,CrsPA,Crs_stats_misc,D,Dead,Def,Def 3rd,Def 3rd_stats_possession,Def Pen,Dis,Dist,Err,FK,FK_stats_keeper_adv,FK_stats_passing_types,Fld,Fld_stats_misc,Fls,G+A,G+A-PK,G-PK,G-xG,G/Sh,G/SoT,GA,GA90,GA_stats_keeper_adv,GCA,GCA90,Gls,Gls_stats_shooting,In,Int,Int_stats_misc,KP,L,Launch%,Live,Live_stats_possession,Lost,Lost_stats_misc,MP,MP_stats_keeper,MP_stats_playing_time,Mid 3rd,Mid 3rd_stats_possession,Min,Min%,Min_stats_keeper,Min_stats_playing_time,Mis,Mn/MP,Mn/Start,Mn/Sub,Nation,Nation_stats_defense,Nation_stats_gca,Nation_stats_keeper,Nation_stats_keeper_adv,Nation_stats_misc,Nation_stats_passing,Nation_stats_passing_types,Nation_stats_playing_time,Nation_stats_possession,Nation_stats_shooting,OG,OG_stats_keeper_adv,Off,Off_stats_misc,On-Off,Opp,Out,PK,PKA,PKA_stats_keeper_adv,PK_stats_shooting,PKatt,PKatt_stats_keeper,PKatt_stats_shooting,PKcon,PKm,PKsv,PKwon,PPA,PPM,PSxG,PSxG+/-,PSxG/SoT,Pass,PassDead,PassLive,Player,Pos,Pos_stats_defense,Pos_stats_gca,Pos_stats_keeper,Pos_stats_keeper_adv,Pos_stats_misc,Pos_stats_passing,Pos_stats_passing_types,Pos_stats_playing_time,Pos_stats_possession,Pos_stats_shooting,PrgC,PrgC_stats_possession,PrgDist,PrgDist_stats_possession,PrgP,PrgP_stats_passing,PrgR,PrgR_stats_possession,Rec,Recov,Rk,Rk_stats_defense,Rk_stats_gca,Rk_stats_keeper,Rk_stats_keeper_adv,Rk_stats_misc,Rk_stats_passing,Rk_stats_passing_types,Rk_stats_playing_time,Rk_stats_possession,Rk_stats_shooting,SCA,SCA90,Save%,Saves,Sh,Sh/90,Sh_stats_defense,Sh_stats_gca,SoT,SoT%,SoT/90,SoTA,Squad,Starts,Starts_stats_keeper,Starts_stats_playing_time,Stp,Stp%,Str,Subs,Succ,Succ%,Sw,TB,TI,TO,Thr,Tkl,Tkl%,Tkl+Int,TklW,TklW_stats_misc,Tkld,Tkld%,TotDist,TotDist_stats_possession,Touches,W,Won,Won%,id,last_evaluation,market_value,np:G-xG,npxG,npxG+xAG,npxG/Sh,npxG_stats_shooting,onG,onGA,onxG,onxGA,success,unSub,value_updated,xA,xAG,xAG_stats_passing,xG,xG+/-,xG+/-90,xG+xAG,xG_stats_shooting,birth_year_y
lucas oliveira rosa, lucas oliveira rosa, Lucas Oliveira Rosa,177,73,Right,4 ,2000-04-03,2029,2000,,,-33,-1.57,,34,24,0,21.0,21.0,21.0,,,21.0,21.0,21.0,21.0,21.0,21.0,-1.0,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24.0,24.0,1,1,833,,2,219,21,51,,833,31,,,26,24,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,,5,,,447,69,637,76.5,,,637,es La Liga,es La Liga,es La Liga,,,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,21,0,0,6,6,36,4,36,,172,1,40,411,76,11,18.3,2,0,,23,1,19,35,1,0.05,0,-0.9,0.0,0.0,,,,1,0.05,0,0,0,28,28,13,,,655,1076,16,10,21,,21,11,461,1890,55.3,,1890,29,90,90.0,,br BRA,br BRA,br BRA,,,br BRA,br BRA,br BRA,br BRA,br BRA,br BRA,0,,6,1,0.25,,0,0,,,0,0,,0,0,,,0,6,0.57,,,,15,1,24,Lucas Oliveira Rosa,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,31,31,3479,1460,50,50,74,74,550,87,1963,1963,1963,,,1963,1963,1963,2423,1963,1963,31,1.48,,,8,0.38,9,2,3,37.5,0.14,,Valladolid,21,,21,,,0,0,14,45.2,3,4,149,2,,53,68.6,81,33,33,13,41.9,10312,2693,1076,,18,64.3,468309.0,2025-05-28,3000000.0,-0.9,0.9,2.8,0.11,0.9,12,45,16.8,38.4,True,0,True,1.5,2.0,2.0,0.9,-21.6,-1.03,0.13,0.9,2000
ignatius ganago, ignatius kpene ganago, Ignatius Kpene Ganago,176,78,Right,3 ,1999-02-16,"Jun 30, 2025",1999,,,-4,-1.49,,2,5,0,2.7,2.7,2.7,,,2.7,2.7,2.7,2.7,2.7,2.7,-0.3,25.0,25.0,25.0,,,25.0,25.0,25.0,25.0,25.0,25.0,0,0,77,,0,49,15,2,,77,11,,,1,3,1999.0,1999.0,1999.0,,,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0,0,,4,,,73,2,59,76.6,,,59,fr Ligue 1,fr Ligue 1,fr Ligue 1,,,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,fr Ligue 1,0,0,0,1,1,3,1,3,,5,0,0,16,3,3,11.7,0,0,,0,0,3,2,0,0.0,0,-0.4,0.0,,,,,1,0.37,0,0,0,4,4,5,,,72,112,1,7,11,,11,1,48,241,7.9,,241,8,22,82.0,16.0,cm CMR,cm CMR,cm CMR,,,cm CMR,cm CMR,cm CMR,cm CMR,cm CMR,cm CMR,0,,0,2,-1.21,,0,0,,,0,0,,0,0,,,0,1,0.36,,,,2,0,5,Ignatius Ganago,"FW,MF","FW,MF","FW,MF",,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",5,5,169,153,9,9,26,26,84,7,964,964,964,,,964,964,964,1190,964,964,7,2.62,,,7,2.61,1,1,0,0.0,0.0,,Nantes,1,,1,,,0,10,5,45.5,0,0,1,1,,1,50.0,5,1,1,5,45.5,859,413,112,,4,36.4,531949.0,2025-06-05,2000000.0,-0.4,0.4,0.7,0.06,0.4,3,7,3.6,5.1,True,1,True,0.1,0.3,0.3,0.4,-1.5,-0.55,0.25,0.4,1999
hans nicolussi caviglia, hans nicolussi caviglia, Hans Nicolussi Caviglia,184,79,Right,3 ,2000-06-18,2026,2000,,,-22,-0.69,,123,24,1,31.8,31.8,31.8,,,31.8,31.8,31.8,31.8,31.8,31.8,-0.1,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24.0,24.0,2,2,1411,,8,375,11,64,,1411,50,,,28,39,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,51,,1,,,901,55,1119,79.3,,,1119,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,22,1,1,7,7,72,1,72,,152,0,17,389,85,37,27.0,2,19,,80,0,39,50,6,0.19,4,1.6,0.08,0.2,,,,4,0.13,4,4,22,28,28,29,,,1255,1739,35,23,35,,35,22,997,2861,83.7,,2861,40,82,85.0,25.0,it ITA,it ITA,it ITA,,,it ITA,it ITA,it ITA,it ITA,it ITA,it ITA,0,,4,0,-0.37,,16,0,,,0,0,,0,1,,,0,15,0.74,,,,27,21,40,Hans Nicolussi Caviglia,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,20,20,6616,1704,140,140,22,22,1027,147,1900,1900,1900,,,1900,1900,1900,2344,1900,1900,66,2.08,,,53,1.67,12,2,20,37.7,0.63,,Venezia,33,,33,,,0,2,17,34.0,24,5,0,3,,47,45.3,75,28,28,29,58.0,19770,4565,1739,,27,54.0,430280.0,2025-03-25,8000000.0,1.6,2.4,4.5,0.04,2.4,26,48,29.9,50.3,True,0,True,2.3,2.1,2.1,2.4,-20.4,-0.64,0.14,2.4,2000
hamza choudhury, hamza dewan choudhury, Hamza Dewan Choudhury,178,64,Right,3 ,1997-10-01,"Jun 30, 2025",1997,,,-5,-3.44,,10,2,0,1.5,1.5,1.5,,,1.5,1.5,1.5,1.5,1.5,1.5,-0.4,26.0,26.0,26.0,,,26.0,26.0,26.0,26.0,26.0,26.0,0,0,84,,0,20,3,3,,84,4,,,1,4,1997.0,1997.0,1997.0,,,1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,0,,2,,,63,2,72,85.7,,,72,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,0,0,0,0,0,5,1,5,,3,0,1,19,4,0,,0,0,,0,0,0,1,0,0.0,0,0.0,,,,,,0,0.0,0,0,0,5,5,2,,,81,100,2,0,4,,4,0,61,131,3.8,,131,1,33,58.0,24.0,bd BAN,bd BAN,bd BAN,,,bd BAN,bd BAN,bd BAN,bd BAN,bd BAN,bd BAN,0,,0,0,-2.29,,0,0,,,0,0,,0,0,,,0,1,0.25,,,,2,0,2,Hamza Choudhury,"MF,DF","MF,DF","MF,DF",,,"MF,DF","MF,DF","MF,DF","MF,DF","MF,DF","MF,DF",4,4,249,130,3,3,6,6,71,2,554,554,554,,,554,554,554,682,554,554,3,2.05,,,0,0.0,2,0,0,,0.0,,Leicester City,1,,1,,,0,3,3,75.0,0,0,3,1,,1,33.3,6,1,1,1,25.0,991,246,100,,0,,341501.0,2025-05-27,4500000.0,0.0,0.0,0.4,,0.0,0,5,0.9,5.3,True,11,True,0.2,0.4,0.4,0.0,-4.4,-2.97,0.27,0.0,1997
bobby de cordova-reid, bobby armani de cordova-reid, Bobby Armani De Cordova-Reid,170,68,Right,3 ,1993-02-02,2027,1993,,,-8,-0.97,,9,5,0,8.3,8.3,8.3,,,8.3,8.3,8.3,8.3,8.3,8.3,0.8,31.0,31.0,31.0,,,31.0,31.0,31.0,31.0,31.0,31.0,2,2,206,,0,109,16,14,,206,10,,,15,6,1993.0,1993.0,1993.0,,,1993.0,1993.0,1993.0,1993.0,1993.0,1993.0,0,,6,,,174,10,145,70.4,,,145,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,0,0,0,2,2,15,0,15,,8,0,3,49,15,10,25.1,0,0,,1,2,9,9,3,0.36,1,0.2,0.14,0.33,,,,3,0.36,1,1,0,0,0,6,,,198,272,10,14,23,,23,6,114,744,21.8,,744,11,32,67.0,10.0,jm JAM,jm JAM,jm JAM,,,jm JAM,jm JAM,jm JAM,jm JAM,jm JAM,jm JAM,0,,0,4,0.34,,0,0,,,0,0,,0,0,,,1,5,0.65,,,,5,0,8,Bobby De Cordova-Reid,FW,FW,FW,,,FW,FW,FW,FW,FW,FW,14,14,587,389,15,15,48,48,188,29,680,680,680,,,680,680,680,843,680,680,13,1.57,,,7,0.85,1,3,3,42.9,0.36,,Leicester City,9,,9,,,0,14,0,0.0,0,0,6,0,,9,28.6,9,4,4,8,80.0,1883,816,272,,6,30.0,186186.0,2025-05-30,2500000.0,0.2,0.8,2.0,0.11,0.8,9,17,7.1,14.6,True,9,True,0.2,1.2,1.2,0.8,-7.5,-0.9,0.24,0.8,1993
yordan osorio, yordan hernando osorio paredes, Yordan Hernando Osorio Paredes,189,80,Right,2 ,1994-05-10,2025,1994,,,-5,-2.62,,1,0,0,1.9,1.9,1.9,,,1.9,1.9,1.9,1.9,1.9,1.9,-0.1,30.0,30.0,30.0,,,30.0,30.0,30.0,30.0,30.0,30.0,0,0,119,,0,5,1,2,,119,0,,,1,3,1994.0,1994.0,1994.0,,,1994.0,1994.0,1994.0,1994.0,1994.0,1994.0,0,,0,,,88,6,104,87.4,,,104,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,1,0,0,0,0,0,0,0,,4,0,4,73,12,0,25.7,1,0,,2,0,2,5,0,0.0,0,0.0,0.0,,,,,0,0.0,0,0,0,4,4,1,,,114,141,0,1,3,,3,1,63,172,5.0,,172,1,57,77.0,18.0,ve VEN,ve VEN,ve VEN,,,ve VEN,ve VEN,ve VEN,ve VEN,ve VEN,ve VEN,0,,1,0,-2.37,,0,0,,,0,0,,0,0,,,0,0,0.33,,,,2,0,1,Yordan Osorio,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,1,1,555,180,3,3,0,0,89,6,1997,1997,1997,,,1997,1997,1997,2466,1997,1997,1,0.52,,,1,0.52,1,0,0,0.0,0.0,,Parma,2,,2,,,0,1,0,,0,0,1,0,,5,100.0,9,3,3,0,,1866,358,141,,2,66.7,,,,0.0,0.0,0.1,0.01,0.0,2,7,3.3,4.3,False,4,,0.1,0.1,0.1,0.0,-1.0,-0.54,0.08,0.0,1994
nnamdi collins, pharrell nnamdi collins, Pharrell Nnamdi Collins,191,84,Right,3 ,2004-01-10,2030,2004,,,18,1.09,,53,21,0,16.5,16.5,16.5,,,16.5,16.5,16.5,16.5,16.5,16.5,0.0,20.0,20.0,20.0,,,20.0,20.0,20.0,20.0,20.0,20.0,1,1,888,,2,159,19,22,,888,34,,,7,22,2004.0,2004.0,2004.0,,,2004.0,2004.0,2004.0,2004.0,2004.0,2004.0,0,,6,,,623,74,766,86.3,,,766,de Bundesliga,de Bundesliga,de Bundesliga,,,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,11,0,0,4,4,17,2,17,,77,0,24,411,85,11,15.1,3,0,,16,0,22,26,2,0.12,1,0.2,0.2,0.5,,,,3,0.18,1,1,0,16,16,2,,,811,1107,5,13,24,,24,7,541,1489,48.7,,1489,17,62,84.0,26.0,de GER,de GER,de GER,,,de GER,de GER,de GER,de GER,de GER,de GER,0,,0,0,0.86,,0,0,,,0,0,,0,0,,,0,12,1.96,,,,11,0,7,Nnamdi Collins,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,30,30,3617,1420,63,63,42,42,690,78,580,580,580,,,580,580,580,712,580,580,9,0.54,,,5,0.3,11,0,2,40.0,0.12,,Eint Frankfurt,15,,15,,,0,9,12,35.3,2,0,61,2,,33,77.3,49,24,24,18,52.9,12523,3297,1107,,13,50.0,684315.0,2025-06-05,10000000.0,0.2,0.8,1.8,0.16,0.8,36,18,34.0,21.9,True,7,True,1.2,1.0,1.0,0.8,12.1,0.73,0.11,0.8,2004
lucas gourna-douath, lucas gourna-douath, Lucas Gourna-Douath,185,81,Right,3 ,2003-08-05,"Jun 30, 2025",2003,,,3,1.18,,11,2,0,2.5,2.5,2.5,,,2.5,2.5,2.5,2.5,2.5,2.5,-0.1,20.0,20.0,20.0,,,20.0,20.0,20.0,20.0,20.0,20.0,0,0,114,,0,33,3,6,,114,5,,,2,1,2003.0,2003.0,2003.0,,,2003.0,2003.0,2003.0,2003.0,2003.0,2003.0,0,,1,,,76,2,104,91.2,,,104,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,0,0,0,2,2,2,0,2,,0,0,5,26,1,5,21.2,0,0,,0,0,5,9,0,0.0,0,-0.1,0.0,,,,,0,0.0,0,0,0,0,0,2,,,114,147,4,4,6,,6,4,90,229,6.7,,229,1,38,69.0,23.0,fr FRA,fr FRA,fr FRA,,,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,0,,0,1,0.67,,0,0,,,0,0,,0,0,,,0,0,2.67,,,,0,0,3,Lucas Gourna-Douath,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,4,4,307,166,9,9,9,9,104,8,1050,1050,1050,,,1050,1050,1050,1300,1050,1050,4,1.58,,,3,1.18,1,0,0,0.0,0.0,,Roma,2,,2,,,0,4,2,40.0,0,0,0,1,,9,33.3,9,4,4,2,40.0,1637,324,147,,0,0.0,,,,-0.1,0.1,0.2,0.05,0.1,3,0,3.9,2.8,False,9,,0.1,0.1,0.1,0.1,1.1,0.45,0.09,0.1,2003
matteo cancellieri, matteo cancellieri, Matteo Cancellieri,180,79,Left,3 ,2002-08-12,"Jun 30, 2025",2002,,,-9,-0.57,,16,20,0,15.8,15.8,15.8,,,15.8,15.8,15.8,15.8,15.8,15.8,-0.7,22.0,22.0,22.0,,,22.0,22.0,22.0,22.0,22.0,22.0,0,0,313,,2,230,40,32,,313,70,,,10,15,2002.0,2002.0,2002.0,,,2002.0,2002.0,2002.0,2002.0,2002.0,2002.0,2,,16,,,314,30,211,67.4,,,211,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,2,1,1,2,2,21,5,21,,15,0,15,103,20,24,17.6,0,0,,2,5,41,26,3,0.19,3,0.3,0.14,0.43,,,,3,0.19,3,3,1,13,13,11,,,298,531,21,28,27,,27,9,210,1424,41.6,,1424,34,53,65.0,23.0,it ITA,it ITA,it ITA,,,it ITA,it ITA,it ITA,it ITA,it ITA,it ITA,0,,0,2,-0.34,,0,0,,,0,0,,0,0,,,0,7,1.0,,,,14,2,15,Matteo Cancellieri,"FW,MF","FW,MF","FW,MF",,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",40,40,842,1025,24,24,79,79,348,55,462,462,462,,,462,462,462,572,462,462,27,1.71,,,22,1.39,1,1,7,31.8,0.44,,Parma,19,,19,,,0,8,28,40.0,4,4,3,4,,26,34.4,39,16,16,33,47.1,2943,2108,531,,29,50.9,550106.0,2024-12-18,5000000.0,0.3,2.7,3.4,0.12,2.7,17,26,16.1,26.3,True,2,True,0.7,0.7,0.7,2.7,-10.2,-0.65,0.21,2.7,2002
morgan guilavogui, morgan guilavogui, Morgan Guilavogui,189,82,Right,2 ,1998-03-10,"Jun 30, 2025",1998,,,1,0.05,,29,28,0,20.1,20.1,20.1,,,20.1,20.1,20.1,20.1,20.1,20.1,0.1,26.0,26.0,26.0,,,26.0,26.0,26.0,26.0,26.0,26.0,2,2,549,,5,384,103,31,,549,48,,,24,28,1998.0,1998.0,1998.0,,,1998.0,1998.0,1998.0,1998.0,1998.0,1998.0,0,,22,,,384,33,362,65.9,,,362,de Bundesliga,de Bundesliga,de Bundesliga,,,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,de Bundesliga,7,0,0,6,6,13,3,13,,2,2,11,116,30,24,13.6,0,0,,0,2,34,48,8,0.4,6,-1.1,0.15,0.4,,,,4,0.2,6,6,0,13,13,27,,,541,832,17,75,25,,25,16,343,1807,59.1,,1807,50,72,80.0,31.0,gn GUI,gn GUI,gn GUI,,,gn GUI,gn GUI,gn GUI,gn GUI,gn GUI,gn GUI,0,,6,11,1.06,,0,0,,,0,0,,0,0,,,0,10,1.0,,,,28,0,38,Morgan Guilavogui,"FW,MF","FW,MF","FW,MF",,,"FW,MF","FW,MF","FW,MF","FW,MF","FW,MF","FW,MF",42,42,1289,1035,41,41,135,135,565,71,1087,1087,1087,,,1087,1087,1087,1343,1087,1087,52,2.59,,,41,2.04,0,3,15,36.6,0.75,,St. Pauli,21,,21,,,0,4,21,43.8,3,1,2,7,,32,45.2,45,17,17,22,45.8,4657,2098,832,,66,46.8,691786.0,2025-06-05,4000000.0,-1.1,7.1,9.1,0.18,7.1,17,16,21.2,25.3,True,0,True,2.4,1.9,1.9,7.1,-4.1,-0.2,0.45,7.1,1998
carlos dominguez, carlos dominguez caceres, Carlos Domínguez Cáceres,187,81,Left,3 ,2001-02-11,2026,2001,,,3,0.23,,64,12,0,13.1,13.1,13.1,,,13.1,13.1,13.1,13.1,13.1,13.1,-0.1,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23.0,23.0,0,0,967,,0,25,7,21,,967,3,,,5,16,2001.0,2001.0,2001.0,,,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,0,,0,,,683,80,856,88.5,,,856,es La Liga,es La Liga,es La Liga,,,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,es La Liga,10,0,0,1,1,0,0,0,,28,0,14,488,109,0,8.5,1,0,,26,0,10,8,0,0.0,0,-0.2,0.0,0.0,,,,0,0.0,0,0,0,13,13,2,,,936,1116,6,15,19,,19,9,609,1181,34.5,,1181,5,62,82.0,19.0,es ESP,es ESP,es ESP,,,es ESP,es ESP,es ESP,es ESP,es ESP,es ESP,1,,3,0,0.27,,0,0,,,0,0,,0,0,,,0,0,1.68,,,,5,0,6,Carlos Dominguez,DF,DF,DF,,,DF,DF,DF,DF,DF,DF,15,15,5531,1981,66,66,4,4,802,45,762,762,762,,,762,762,762,945,762,762,6,0.46,,,3,0.23,11,0,1,33.3,0.08,,Celta Vigo,13,,13,,,0,6,2,66.7,6,0,2,0,,23,71.4,36,11,11,1,33.3,15954,3304,1116,,28,65.1,636093.0,2024-12-27,2500000.0,-0.2,0.2,0.3,0.07,0.2,22,19,16.9,15.6,True,18,True,0.2,0.1,0.1,0.2,1.3,0.1,0.02,0.2,2001
liberato cacace, liberato gianpaolo cacace, Liberato Gianpaolo Cacace,184,81,Left,4 ,2000-09-27,2026,2000,,,-26,-1.05,,54,34,0,24.8,24.8,24.8,,,24.8,24.8,24.8,24.8,24.8,24.8,2.3,23.0,23.0,23.0,,,23.0,23.0,23.0,23.0,23.0,23.0,4,4,912,,4,381,56,31,,912,51,,,32,26,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,54,,7,,,542,59,619,67.9,,,619,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,16,0,0,6,6,102,6,102,,176,0,20,343,81,21,17.4,0,2,,25,1,17,27,6,0.24,2,-0.6,0.07,0.22,,,,4,0.16,2,2,16,22,22,25,,,730,1187,9,51,33,,33,13,485,2230,65.2,,2230,40,68,86.0,20.0,nz NZL,nz NZL,nz NZL,,,nz NZL,nz NZL,nz NZL,nz NZL,nz NZL,nz NZL,0,,6,5,-1.05,,22,0,,,0,0,,0,0,,,0,18,0.85,,,,17,14,33,Liberato Cacace,"MF,DF","MF,DF","MF,DF",,,"MF,DF","MF,DF","MF,DF","MF,DF","MF,DF","MF,DF",53,53,4309,1884,70,70,97,97,635,98,431,431,431,,,431,431,431,536,431,431,54,2.18,,,29,1.17,9,2,9,31.0,0.36,,Empoli,24,,24,,,0,9,14,27.5,5,1,67,4,,37,71.0,59,25,25,34,66.7,10590,3590,1187,,41,44.6,469211.0,2025-03-25,3000000.0,-0.6,2.6,4.3,0.09,2.6,20,46,21.1,35.5,True,4,True,1.5,1.7,1.7,2.6,-14.4,-0.58,0.17,2.6,2000
mason holgate, mason anthony holgate, Mason Anthony Holgate,184,75,Right,3 ,1996-10-22,"Jun 30, 2025",1996,,,-1,-15.0,,0,0,0,0.1,0.1,0.1,,,0.1,0.1,0.1,0.1,0.1,0.1,0.0,27.0,27.0,27.0,,,27.0,27.0,27.0,27.0,27.0,27.0,0,0,2,,0,1,0,0,,2,0,,,0,0,1996.0,1996.0,1996.0,,,1996.0,1996.0,1996.0,1996.0,1996.0,1996.0,0,,0,,,1,0,2,100.0,,,2,eng Premier League,eng Premier League,eng Premier League,,,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,eng Premier League,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,,0,0,0,0,0,0.0,0,0.0,,,,,,0,0.0,0,0,0,0,0,0,,,0,3,0,1,1,,1,0,2,6,0.2,,6,1,6,,6.0,eng ENG,eng ENG,eng ENG,,,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,eng ENG,0,,0,0,-14.97,,0,0,,,0,0,,0,0,,,0,0,0.0,,,,0,0,0,Mason Holgate,"FW,DF","FW,DF","FW,DF",,,"FW,DF","FW,DF","FW,DF","FW,DF","FW,DF","FW,DF",0,0,0,0,0,0,0,0,1,0,1174,1174,1174,,,1174,1174,1174,1453,1174,1174,0,0.0,,,0,0.0,0,0,0,,0.0,,Everton,0,,0,,,0,1,0,,0,0,2,0,,0,,0,0,0,0,,55,0,3,,0,0.0,348623.0,2025-05-27,4000000.0,0.0,0.0,0.0,,0.0,0,1,0.0,0.1,True,1,True,0.0,0.0,0.0,0.0,-0.1,-1.02,0.0,0.0,1996
michel ndary adopo, michel ndary adopo, Michel Ndary Adopo,187,85,Right,3 ,2000-07-19,"Jun 30, 2025",2000,,,-14,-0.52,,90,21,1,26.8,26.8,26.8,,,26.8,26.8,26.8,26.8,26.8,26.8,-1.3,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24.0,24.0,1,1,979,,8,254,32,29,,979,42,,,14,20,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,,1,,,656,25,813,83.0,,,813,it Serie A,it Serie A,it Serie A,,,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,it Serie A,13,1,1,5,5,8,3,8,,10,1,16,268,51,26,15.2,0,0,,8,0,16,29,2,0.07,1,-0.1,0.05,0.25,,,,5,0.19,1,1,0,27,27,19,,,963,1222,14,24,35,,35,31,713,2409,70.4,,2409,39,69,80.0,30.0,fr FRA,fr FRA,fr FRA,,,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,fr FRA,0,,6,0,-0.34,,0,0,,,0,0,,0,0,,,0,14,1.0,,,,15,0,47,Michel Ndary Adopo,MF,MF,MF,,,MF,MF,MF,MF,MF,MF,20,20,3819,1212,106,106,61,61,783,135,1863,1863,1863,,,1863,1863,1863,2298,1863,1863,50,1.87,,,20,0.75,5,1,4,20.0,0.15,,Cagliari,27,,27,,,0,8,19,45.2,2,2,2,1,,55,51.7,82,32,32,20,47.6,12961,2774,1222,,29,54.7,564305.0,2025-03-25,3000000.0,-0.1,1.1,3.4,0.06,1.1,27,41,27.0,40.8,True,2,True,1.3,2.3,2.3,1.1,-13.8,-0.51,0.13,1.1,2000
